outcome_name,model_name,target_fraction,selected_population_fraction,selected_rows,treatment_rows,control_rows,treatment_rate,control_rate,cumulative_uplift,cumulative_gain,uplift_ci_lower,uplift_ci_upper,random_gain,gain_above_random,endpoint_gain
visit,response_propensity,0.35,0.35000030403301585,978513.0,834782.0,143731.0,0.13480884829811854,0.10910659495863802,0.02570225333948052,25149.989021975103,0.023931765421241088,0.027472741257719955,10112.661131314406,15037.327890660697,28893.317518041164
visit,response_propensity,0.4,0.4000001430743604,1118300.0,953132.0,165168.0,0.118904831649761,0.09550276082534147,0.02340207082441953,26170.53580294836,0.021842805485688722,0.024961336163150338,11557.327007216467,14613.208795731894,28893.317518041164
visit,response_propensity,0.45,0.4500003398016059,1258088.0,1071409.0,186679.0,0.10632074212555616,0.08489439090631512,0.021426351219241038,26956.23535271252,0.020033757891106955,0.02281894454737512,13001.992883118524,13954.242469593995,28893.317518041164
visit,response_propensity,0.5,0.5000001788429504,1397875.0,1189600.0,208275.0,0.09610541358439811,0.07634137558516385,0.019764037999234263,27627.654618179597,0.018506628585199948,0.021021447413268578,14446.658759020582,13180.995859159015,28893.317518041164
visit,response_propensity,0.55,0.5500000178842951,1537662.0,1308229.0,229433.0,0.08763450435665315,0.0694625446208697,0.01817195973578345,27942.33195124425,0.0170243445525745,0.0193195749189924,15891.324634922641,12051.00731632161,28893.317518041164
visit,response_propensity,0.6,0.6000002146115406,1677450.0,1426888.0,250562.0,0.08051157483979121,0.06368483648757593,0.01682673835221528,28226.01224892352,0.015771514619452313,0.017881962084978244,17335.990510824697,10890.021738098822,28893.317518041164
visit,response_propensity,0.65,0.6500000536528852,1817237.0,1545665.0,271572.0,0.0744184541928555,0.05884627281163007,0.015572181381225438,28298.34417667397,0.014595144016045255,0.01654921874640562,18780.656386726758,9517.687789947213,28893.317518041164
visit,response_propensity,0.7,0.7000002503801307,1957025.0,1664270.0,292755.0,0.06919550313350598,0.05463271336100152,0.014562789772504456,28499.743654535534,0.013653736945469761,0.01547184259953915,20225.32226262881,8274.421391906722,28893.317518041164
visit,response_propensity,0.75,0.7500000894214752,2096812.0,1782659.0,314153.0,0.06465622421338013,0.05095606281015938,0.01370016140322075,28726.66283221011,0.012850656023564277,0.014549666782877224,21669.988138530873,7056.674693679237,28893.317518041164
visit,response_propensity,0.8,0.8000002861487208,2236600.0,1901339.0,335261.0,0.060660934215308264,0.047786649804182416,0.012874284411125848,28794.62451392407,0.012076472311521645,0.013672096510730052,23114.654014432934,5679.970499491137,28893.317518041164
visit,response_propensity,0.85,0.8500001251900653,2376387.0,2020303.0,356084.0,0.0571265795279223,0.04501185113624875,0.012114728391673553,28789.28305850394,0.011362298703697966,0.01286715807964914,24559.319890334988,4229.963168168953,28893.317518041164
visit,response_propensity,0.9,0.9000003219173109,2516175.0,2139106.0,377069.0,0.0539837670503472,0.042535981478190994,0.011447785572156206,28804.631862020142,0.010736011558702168,0.012159559585610245,26003.98576623705,2800.646095783093,28893.317518041164
visit,response_propensity,0.95,0.9500001609586555,2655962.0,2257856.0,398106.0,0.0511693394087134,0.04030584819118526,0.010863491217528137,28853.019861088465,0.010188322896898989,0.011538659538157286,27448.651642139102,1404.368218949363,28893.317518041164
visit,response_propensity,1.0,1.0,2795749.0,2376531.0,419218.0,0.048632229076750945,0.03829749676779146,0.010334732308959482,28893.317518041164,0.009692640491515359,0.010976824126403606,28893.317518041164,0.0,28893.317518041164
